date,team,goals_for,goals_against,win,goal_diff
2007-06-07,Romani people,3.0,1.0,1,2.0
2011-05-28,Romani people,2.0,11.0,0,-9.0
2015-06-17,Romani people,2.0,3.0,0,-1.0
2015-06-18,Romani people,1.0,3.0,0,-2.0
2015-06-19,Romani people,4.0,2.0,1,2.0
2016-03-13,Romani people,1.0,4.0,0,-3.0
2016-05-16,Romani people,0.0,2.0,0,-2.0
2025-06-07,Romania,1.0,2.0,0,-1.0
2025-06-10,Romania,2.0,0.0,1,2.0
2025-09-05,Romania,0.0,3.0,0,-3.0
2025-09-09,Romania,2.0,2.0,0,0.0
2025-10-09,Romania,2.0,1.0,1,1.0
2025-10-12,Romania,1.0,0.0,1,1.0
2025-11-15,Romania,1.0,3.0,0,-2.0
2025-11-18,Romania,7.0,1.0,1,6.0
2026-03-26,Romania,0.0,1.0,0,-1.0
2026-03-31,Romania,0.0,2.0,0,-2.0
2025-06-06,Russia,1.0,1.0,0,0.0
2025-06-10,Russia,4.0,1.0,1,3.0
2025-09-04,Russia,0.0,0.0,0,0.0
2025-09-07,Russia,4.0,1.0,1,3.0
2025-10-10,Russia,2.0,1.0,1,1.0
2025-10-14,Russia,3.0,0.0,1,3.0
2025-11-12,Russia,1.0,1.0,0,0.0
2025-11-15,Russia,0.0,2.0,0,-2.0
2026-03-27,Russia,3.0,1.0,1,2.0
2026-03-31,Russia,0.0,0.0,0,0.0
2025-03-21,Rwanda,0.0,2.0,0,-2.0
2025-03-25,Rwanda,1.0,1.0,0,0.0
2025-06-05,Rwanda,0.0,2.0,0,-2.0
2025-06-09,Rwanda,0.0,2.0,0,-2.0
2025-09-06,Rwanda,0.0,1.0,0,-1.0
2025-09-09,Rwanda,1.0,0.0,1,1.0
2025-10-10,Rwanda,0.0,1.0,0,-1.0
2025-10-14,Rwanda,0.0,3.0,0,-3.0
2026-03-27,Rwanda,4.0,0.0,1,4.0
2026-03-30,Rwanda,2.0,0.0,1,2.0
2016-11-26,Ryūkyū,0.0,9.0,0,-9.0
2015-08-08,Réunion,3.0,1.0,1,2.0
2019-07-18,Réunion,4.0,0.0,1,4.0
2019-07-20,Réunion,1.0,0.0,1,1.0
2019-07-22,Réunion,0.0,1.0,0,-1.0
2019-07-24,Réunion,4.0,0.0,1,4.0
2019-07-28,Réunion,1.0,1.0,0,0.0
2023-08-26,Réunion,0.0,0.0,0,0.0
2023-08-28,Réunion,1.0,1.0,0,0.0
2023-08-31,Réunion,2.0,1.0,1,1.0
2023-09-02,Réunion,0.0,1.0,0,-1.0
2011-06-28,Saare County,2.0,0.0,1,2.0
2011-06-30,Saare County,0.0,4.0,0,-4.0
2015-06-28,Saare County,1.0,2.0,0,-1.0
2015-06-29,Saare County,0.0,3.0,0,-3.0
2015-06-30,Saare County,1.0,2.0,0,-1.0
2015-07-02,Saare County,3.0,2.0,1,1.0
2017-06-25,Saare County,4.0,5.0,0,-1.0
2017-06-26,Saare County,0.0,0.0,0,0.0
2017-06-27,Saare County,1.0,1.0,0,0.0
2017-06-29,Saare County,4.0,2.0,1,2.0
1953-06-24,Saarland,3.0,2.0,1,1.0
1953-10-11,Saarland,0.0,3.0,0,-3.0
1953-11-08,Saarland,0.0,0.0,0,0.0
1954-03-28,Saarland,1.0,3.0,0,-2.0
1954-06-05,Saarland,1.0,7.0,0,-6.0
1954-09-26,Saarland,1.0,5.0,0,-4.0
1955-11-16,Saarland,1.0,2.0,0,-1.0
1956-05-01,Saarland,1.0,1.0,0,0.0
1956-06-06,Saarland,2.0,3.0,0,-1.0
2010-07-03,Saint Barthélemy,0.0,3.0,0,-3.0
2012-09-08,Saint Barthélemy,1.0,8.0,0,-7.0
2018-04-29,Saint Barthélemy,3.0,2.0,1,1.0
2018-05-26,Saint Barthélemy,5.0,3.0,1,2.0
2018-07-27,Saint Barthélemy,1.0,2.0,0,-1.0
2018-07-28,Saint Barthélemy,3.0,4.0,0,-1.0
2019-02-23,Saint Barthélemy,1.0,1.0,0,0.0
2019-03-17,Saint Barthélemy,4.0,3.0,1,1.0
2023-03-04,Saint Barthélemy,5.0,1.0,1,4.0
2023-03-10,Saint Barthélemy,2.0,3.0,0,-1.0
2019-06-12,Saint Helena,2.0,7.0,0,-5.0
2019-06-16,Saint Helena,1.0,6.0,0,-5.0
2019-06-18,Saint Helena,0.0,9.0,0,-9.0
2019-06-20,Saint Helena,1.0,2.0,0,-1.0
2023-07-09,Saint Helena,0.0,5.0,0,-5.0
2023-07-10,Saint Helena,0.0,3.0,0,-3.0
2023-07-11,Saint Helena,0.0,5.0,0,-5.0
2023-07-13,Saint Helena,2.0,4.0,0,-2.0
2025-05-25,Saint Kitts and Nevis,4.0,2.0,1,2.0
2025-05-25,Saint Kitts and Nevis,0.0,3.0,0,-3.0
2025-06-06,Saint Kitts and Nevis,2.0,6.0,0,-4.0
2025-06-10,Saint Kitts and Nevis,2.0,3.0,0,-1.0
2025-10-04,Saint Kitts and Nevis,5.0,0.0,1,5.0
2025-10-05,Saint Kitts and Nevis,2.0,1.0,1,1.0
2025-11-12,Saint Kitts and Nevis,0.0,0.0,0,0.0
2025-11-18,Saint Kitts and Nevis,2.0,6.0,0,-4.0
2026-03-27,Saint Kitts and Nevis,0.0,4.0,0,-4.0
2026-03-30,Saint Kitts and Nevis,4.0,2.0,1,2.0
2024-09-09,Saint Lucia,2.0,1.0,1,1.0
2024-10-11,Saint Lucia,2.0,1.0,1,1.0
2024-10-14,Saint Lucia,0.0,4.0,0,-4.0
2024-11-15,Saint Lucia,0.0,4.0,0,-4.0
2024-11-18,Saint Lucia,1.0,4.0,0,-3.0
2025-06-06,Saint Lucia,0.0,4.0,0,-4.0
2025-06-10,Saint Lucia,2.0,1.0,1,1.0
2025-11-12,Saint Lucia,0.0,3.0,0,-3.0
2025-11-15,Saint Lucia,1.0,3.0,0,-2.0
2026-03-27,Saint Lucia,1.0,6.0,0,-5.0
2024-10-11,Saint Martin,1.0,2.0,0,-1.0
2024-10-14,Saint Martin,4.0,0.0,1,4.0
2024-11-15,Saint Martin,0.0,5.0,0,-5.0
2024-11-18,Saint Martin,3.0,0.0,1,3.0
2025-10-04,Saint Martin,0.0,5.0,0,-5.0
2025-10-05,Saint Martin,1.0,2.0,0,-1.0
2025-11-12,Saint Martin,2.0,1.0,1,1.0
2025-11-15,Saint Martin,0.0,1.0,0,-1.0
2026-03-26,Saint Martin,3.0,1.0,1,2.0
2026-03-29,Saint Martin,3.0,0.0,1,3.0
2010-09-22,Saint Pierre and Miquelon,0.0,11.0,0,-11.0
2010-09-25,Saint Pierre and Miquelon,0.0,7.0,0,-7.0
2010-09-28,Saint Pierre and Miquelon,0.0,10.0,0,-10.0
2012-09-22,Saint Pierre and Miquelon,0.0,13.0,0,-13.0
2012-09-24,Saint Pierre and Miquelon,0.0,10.0,0,-10.0
2012-09-26,Saint Pierre and Miquelon,1.0,11.0,0,-10.0
2012-09-28,Saint Pierre and Miquelon,1.0,16.0,0,-15.0
2025-05-25,Saint Vincent and the Grenadines,3.0,0.0,1,3.0
2025-05-30,Saint Vincent and the Grenadines,1.0,1.0,0,0.0
2025-06-04,Saint Vincent and the Grenadines,6.0,0.0,1,6.0
2025-06-10,Saint Vincent and the Grenadines,1.0,2.0,0,-1.0
2025-10-05,Saint Vincent and the Grenadines,7.0,0.0,1,7.0
2025-10-08,Saint Vincent and the Grenadines,1.0,0.0,1,1.0
2025-11-12,Saint Vincent and the Grenadines,0.0,2.0,0,-2.0
2025-11-15,Saint Vincent and the Grenadines,3.0,1.0,1,2.0
2026-03-26,Saint Vincent and the Grenadines,1.0,3.0,0,-2.0
2026-03-29,Saint Vincent and the Grenadines,3.0,2.0,1,1.0
2024-03-20,Samoa,4.0,1.0,1,3.0
2024-03-23,Samoa,1.0,0.0,1,1.0
2024-06-16,Samoa,0.0,2.0,0,-2.0
2024-06-19,Samoa,1.0,9.0,0,-8.0
2024-06-22,Samoa,1.0,2.0,0,-1.0
2024-09-06,Samoa,2.0,0.0,1,2.0
2024-09-09,Samoa,2.0,1.0,1,1.0
2024-10-12,Samoa,1.0,4.0,0,-3.0
2024-11-15,Samoa,0.0,3.0,0,-3.0
2024-11-18,Samoa,0.0,8.0,0,-8.0
2025-06-07,San Marino,0.0,1.0,0,-1.0
2025-06-10,San Marino,0.0,4.0,0,-4.0
2025-09-06,San Marino,0.0,6.0,0,-6.0
2025-09-09,San Marino,1.0,3.0,0,-2.0
2025-10-09,San Marino,0.0,10.0,0,-10.0
2025-10-12,San Marino,0.0,4.0,0,-4.0
2025-11-13,San Marino,0.0,1.0,0,-1.0
2025-11-18,San Marino,1.0,7.0,0,-6.0
2026-03-28,San Marino,1.0,2.0,0,-1.0
2026-03-31,San Marino,0.0,0.0,0,0.0
2003-06-29,Sark,0.0,19.0,0,-19.0
2003-06-30,Sark,0.0,20.0,0,-20.0
2003-07-01,Sark,0.0,16.0,0,-16.0
2003-07-03,Sark,0.0,15.0,0,-15.0
2025-10-14,Saudi Arabia,0.0,0.0,0,0.0
2025-11-14,Saudi Arabia,1.0,0.0,1,1.0
2025-11-18,Saudi Arabia,0.0,2.0,0,-2.0
2025-12-02,Saudi Arabia,2.0,1.0,1,1.0
2025-12-05,Saudi Arabia,3.0,1.0,1,2.0
2025-12-08,Saudi Arabia,0.0,1.0,0,-1.0
2025-12-11,Saudi Arabia,2.0,1.0,1,1.0
2025-12-15,Saudi Arabia,0.0,1.0,0,-1.0
2026-03-27,Saudi Arabia,0.0,4.0,0,-4.0
2026-03-31,Saudi Arabia,1.0,2.0,0,-1.0
2013-06-29,Saugeais,1.0,1.0,0,0.0
2025-06-06,Scotland,1.0,3.0,0,-2.0
2025-06-09,Scotland,4.0,0.0,1,4.0
2025-09-05,Scotland,0.0,0.0,0,0.0
2025-09-08,Scotland,2.0,0.0,1,2.0
2025-10-09,Scotland,3.0,1.0,1,2.0
2025-10-12,Scotland,2.0,1.0,1,1.0
2025-11-15,Scotland,2.0,3.0,0,-1.0
2025-11-18,Scotland,4.0,2.0,1,2.0
2026-03-28,Scotland,0.0,1.0,0,-1.0
2026-03-31,Scotland,0.0,1.0,0,-1.0
2012-08-25,Sealand,1.0,1.0,0,0.0
2013-03-08,Sealand,2.0,1.0,1,1.0
2013-07-04,Sealand,3.0,5.0,0,-2.0
2013-07-05,Sealand,0.0,8.0,0,-8.0
2013-07-07,Sealand,2.0,2.0,0,0.0
2014-02-23,Sealand,4.0,2.0,1,2.0
2014-05-05,Sealand,1.0,1.0,0,0.0
2014-05-17,Sealand,2.0,2.0,0,0.0
2014-08-09,Sealand,6.0,1.0,1,5.0
2014-08-10,Sealand,3.0,2.0,1,1.0
2014-08-10,Seborga,2.0,3.0,0,-1.0
2025-11-18,Senegal,8.0,0.0,1,8.0
2025-12-23,Senegal,3.0,0.0,1,3.0
2025-12-27,Senegal,1.0,1.0,0,0.0
2025-12-30,Senegal,3.0,0.0,1,3.0
2026-01-03,Senegal,3.0,1.0,1,2.0
2026-01-09,Senegal,1.0,0.0,1,1.0
2026-01-14,Senegal,1.0,0.0,1,1.0
2026-01-18,Senegal,0.0,3.0,0,-3.0
2026-03-28,Senegal,2.0,0.0,1,2.0
2026-03-31,Senegal,3.0,1.0,1,2.0
2025-06-07,Serbia,0.0,0.0,0,0.0
2025-06-10,Serbia,3.0,0.0,1,3.0
2025-09-06,Serbia,1.0,0.0,1,1.0
2025-09-09,Serbia,0.0,5.0,0,-5.0
2025-10-11,Serbia,0.0,1.0,0,-1.0
2025-10-14,Serbia,3.0,1.0,1,2.0
2025-11-13,Serbia,0.0,2.0,0,-2.0
2025-11-16,Serbia,2.0,1.0,1,1.0
2026-03-27,Serbia,0.0,3.0,0,-3.0
2026-03-31,Serbia,2.0,1.0,1,1.0
2023-11-17,Seychelles,0.0,9.0,0,-9.0
2023-11-20,Seychelles,0.0,5.0,0,-5.0
2024-06-08,Seychelles,1.0,5.0,0,-4.0
2024-06-11,Seychelles,1.0,3.0,0,-2.0
2025-03-20,Seychelles,0.0,3.0,0,-3.0
2025-03-25,Seychelles,0.0,5.0,0,-5.0
2025-09-03,Seychelles,0.0,4.0,0,-4.0
2025-09-09,Seychelles,0.0,5.0,0,-5.0
2025-10-10,Seychelles,0.0,7.0,0,-7.0
2025-10-14,Seychelles,0.0,7.0,0,-7.0
2019-06-17,Shetland,1.0,2.0,0,-1.0
2019-06-20,Shetland,1.0,2.0,0,-1.0
2019-06-21,Shetland,0.0,5.0,0,-5.0
2023-07-09,Shetland,0.0,2.0,0,-2.0
2023-07-10,Shetland,3.0,2.0,1,1.0
2023-07-11,Shetland,4.0,1.0,1,3.0
2023-07-13,Shetland,5.0,1.0,1,4.0
2025-07-13,Shetland,0.0,0.0,0,0.0
2025-07-15,Shetland,2.0,2.0,0,0.0
2025-07-17,Shetland,2.0,3.0,0,-1.0
2024-10-15,Sierra Leone,1.0,0.0,1,1.0
2024-11-13,Sierra Leone,1.0,1.0,0,0.0
2024-11-19,Sierra Leone,0.0,2.0,0,-2.0
2025-03-20,Sierra Leone,3.0,1.0,1,2.0
2025-03-25,Sierra Leone,0.0,1.0,0,-1.0
2025-09-04,Sierra Leone,1.0,1.0,0,0.0
2025-09-09,Sierra Leone,2.0,0.0,1,2.0
2025-10-08,Sierra Leone,0.0,1.0,0,-1.0
2025-10-12,Sierra Leone,2.0,1.0,1,1.0
2026-03-30,Sierra Leone,1.0,1.0,0,0.0
1933-10-04,Silesia,1.0,2.0,0,-1.0
1937-06-09,Silesia,3.0,4.0,0,-1.0
1948-04-20,Silesia,2.0,1.0,1,1.0
1952-08-24,Silesia,5.0,1.0,1,4.0
1953-04-26,Silesia,2.0,3.0,0,-1.0
1953-09-13,Silesia,3.0,3.0,0,0.0
1974-07-22,Silesia,7.0,2.0,1,5.0
2006-12-09,Silesia,1.0,1.0,0,0.0
2025-03-21,Singapore,0.0,1.0,0,-1.0
2025-03-25,Singapore,0.0,0.0,0,0.0
2025-06-05,Singapore,3.0,1.0,1,2.0
2025-06-10,Singapore,2.0,1.0,1,1.0
2025-09-04,Singapore,1.0,2.0,0,-1.0
2025-09-09,Singapore,1.0,1.0,0,0.0
2025-10-09,Singapore,1.0,1.0,0,0.0
2025-10-14,Singapore,2.0,1.0,1,1.0
2025-11-13,Singapore,2.0,3.0,0,-1.0
2025-11-18,Singapore,2.0,1.0,1,1.0
2024-09-06,Sint Maarten,2.0,0.0,1,2.0
2024-09-09,Sint Maarten,0.0,6.0,0,-6.0
2024-10-11,Sint Maarten,3.0,2.0,1,1.0
2024-10-14,Sint Maarten,1.0,2.0,0,-1.0
2024-11-15,Sint Maarten,0.0,8.0,0,-8.0
2024-11-18,Sint Maarten,1.0,0.0,1,1.0
2025-11-12,Sint Maarten,0.0,0.0,0,0.0
2025-11-15,Sint Maarten,3.0,2.0,1,1.0
2026-03-27,Sint Maarten,3.0,2.0,1,1.0
2026-03-30,Sint Maarten,0.0,0.0,0,0.0
2025-06-07,Slovakia,1.0,4.0,0,-3.0
2025-06-10,Slovakia,0.0,1.0,0,-1.0
2025-09-04,Slovakia,2.0,0.0,1,2.0
2025-09-07,Slovakia,1.0,0.0,1,1.0
2025-10-10,Slovakia,0.0,2.0,0,-2.0
2025-10-13,Slovakia,2.0,0.0,1,2.0
2025-11-14,Slovakia,1.0,0.0,1,1.0
2025-11-17,Slovakia,0.0,6.0,0,-6.0
2026-03-26,Slovakia,3.0,4.0,0,-1.0
2026-03-31,Slovakia,2.0,0.0,1,2.0
2025-06-06,Slovenia,1.0,0.0,1,1.0
2025-06-10,Slovenia,2.0,1.0,1,1.0
2025-09-05,Slovenia,2.0,2.0,0,0.0
2025-09-08,Slovenia,0.0,3.0,0,-3.0
2025-10-10,Slovenia,0.0,0.0,0,0.0
2025-10-13,Slovenia,0.0,0.0,0,0.0
2025-11-15,Slovenia,0.0,2.0,0,-2.0
2025-11-18,Slovenia,1.0,1.0,0,0.0
2026-03-28,Slovenia,0.0,1.0,0,-1.0
2026-03-31,Slovenia,3.0,2.0,1,1.0
2024-10-10,Solomon Islands,0.0,1.0,0,-1.0
2024-11-14,Solomon Islands,2.0,3.0,0,-1.0
2024-11-17,Solomon Islands,2.0,1.0,1,1.0
2024-12-09,Solomon Islands,4.0,1.0,1,3.0
2024-12-18,Solomon Islands,2.0,3.0,0,-1.0
2024-12-21,Solomon Islands,1.0,3.0,0,-2.0
2025-11-13,Solomon Islands,0.0,1.0,0,-1.0
2025-11-20,Solomon Islands,1.0,2.0,0,-1.0
2026-03-27,Solomon Islands,2.0,10.0,0,-8.0
2026-03-30,Solomon Islands,2.0,4.0,0,-2.0
2024-06-07,Somalia,1.0,2.0,0,-1.0
2024-06-10,Somalia,1.0,3.0,0,-2.0
2025-03-21,Somalia,0.0,0.0,0,0.0
2025-03-25,Somalia,0.0,2.0,0,-2.0
2025-09-05,Somalia,0.0,3.0,0,-3.0
2025-09-08,Somalia,0.0,2.0,0,-2.0
2025-10-09,Somalia,0.0,3.0,0,-3.0
2025-10-14,Somalia,0.0,1.0,0,-1.0
2025-11-17,Somalia,2.0,1.0,1,1.0
2025-11-26,Somalia,0.0,0.0,0,0.0
2014-05-17,Somaliland,2.0,2.0,0,0.0
2016-05-29,Somaliland,0.0,5.0,0,-5.0
2016-05-31,Somaliland,0.0,5.0,0,-5.0
2016-06-02,Somaliland,3.0,2.0,1,1.0
2016-06-03,Somaliland,7.0,0.0,1,7.0
2019-05-04,Somaliland,2.0,6.0,0,-4.0
2025-09-09,South Africa,1.0,1.0,0,0.0
2025-10-10,South Africa,0.0,0.0,0,0.0
2025-10-14,South Africa,3.0,0.0,1,3.0
2025-11-15,South Africa,3.0,1.0,1,2.0
2025-12-22,South Africa,2.0,1.0,1,1.0
2025-12-26,South Africa,0.0,1.0,0,-1.0
2025-12-29,South Africa,3.0,2.0,1,1.0
2026-01-04,South Africa,1.0,2.0,0,-1.0
2026-03-27,South Africa,1.0,1.0,0,0.0
2026-03-31,South Africa,1.0,2.0,0,-1.0
2025-06-05,South Korea,2.0,0.0,1,2.0
2025-06-10,South Korea,4.0,0.0,1,4.0
2025-09-06,South Korea,2.0,0.0,1,2.0
2025-09-09,South Korea,2.0,2.0,0,0.0
2025-10-10,South Korea,0.0,5.0,0,-5.0
2025-10-14,South Korea,2.0,0.0,1,2.0
2025-11-14,South Korea,2.0,0.0,1,2.0
2025-11-18,South Korea,1.0,0.0,1,1.0
2026-03-28,South Korea,0.0,4.0,0,-4.0
2026-03-31,South Korea,0.0,1.0,0,-1.0
2017-06-06,South Ossetia,0.0,8.0,0,-8.0
2017-06-07,South Ossetia,1.0,4.0,0,-3.0
2017-06-09,South Ossetia,0.0,2.0,0,-2.0
2019-06-02,South Ossetia,2.0,1.0,1,1.0
2019-06-03,South Ossetia,2.0,1.0,1,1.0
2019-06-04,South Ossetia,2.0,2.0,0,0.0
2019-06-06,South Ossetia,0.0,0.0,0,0.0
2019-06-09,South Ossetia,1.0,0.0,1,1.0
2019-08-09,South Ossetia,2.0,0.0,1,2.0
2019-12-08,South Ossetia,3.0,4.0,0,-1.0
2024-10-15,South Sudan,1.0,2.0,0,-1.0
2024-11-14,South Sudan,3.0,2.0,1,1.0
2024-11-19,South Sudan,0.0,3.0,0,-3.0
2025-03-21,South Sudan,0.0,1.0,0,-1.0
2025-03-25,South Sudan,1.0,1.0,0,0.0
2025-09-05,South Sudan,1.0,4.0,0,-3.0
2025-09-09,South Sudan,0.0,0.0,0,0.0
2025-10-10,South Sudan,0.0,5.0,0,-5.0
2025-10-13,South Sudan,0.0,0.0,0,0.0
2025-11-25,South Sudan,0.0,2.0,0,-2.0
1982-11-21,South Yemen,0.0,3.0,0,-3.0
1982-11-23,South Yemen,1.0,3.0,0,-2.0
1982-11-25,South Yemen,0.0,2.0,0,-2.0
2025-06-05,Spain,5.0,4.0,1,1.0
2025-06-08,Spain,2.0,2.0,0,0.0
2025-09-04,Spain,3.0,0.0,1,3.0
2025-09-07,Spain,6.0,0.0,1,6.0
2025-10-11,Spain,2.0,0.0,1,2.0
2025-10-14,Spain,4.0,0.0,1,4.0
2025-11-15,Spain,4.0,0.0,1,4.0
2025-11-18,Spain,2.0,2.0,0,0.0
2026-03-27,Spain,3.0,0.0,1,3.0
2026-03-31,Spain,0.0,0.0,0,0.0
2024-11-19,Sri Lanka,0.0,2.0,0,-2.0
2025-03-20,Sri Lanka,2.0,1.0,1,1.0
2025-03-25,Sri Lanka,0.0,1.0,0,-1.0
2025-06-05,Sri Lanka,1.0,0.0,1,1.0
2025-06-10,Sri Lanka,3.0,1.0,1,2.0
2025-09-06,Sri Lanka,0.0,3.0,0,-3.0
2025-09-09,Sri Lanka,1.0,1.0,0,0.0
2025-10-09,Sri Lanka,1.0,0.0,1,1.0
2025-10-14,Sri Lanka,1.0,2.0,0,-1.0
2025-11-18,Sri Lanka,0.0,4.0,0,-4.0
2025-10-14,Sudan,0.0,1.0,0,-1.0
2025-11-14,Sudan,0.0,2.0,0,-2.0
2025-11-26,Sudan,2.0,1.0,1,1.0
2025-12-03,Sudan,0.0,0.0,0,0.0
2025-12-06,Sudan,0.0,2.0,0,-2.0
2025-12-09,Sudan,1.0,3.0,0,-2.0
2025-12-24,Sudan,0.0,3.0,0,-3.0
2025-12-28,Sudan,1.0,0.0,1,1.0
2025-12-31,Sudan,0.0,2.0,0,-2.0
2026-01-03,Sudan,1.0,3.0,0,-2.0
2025-06-15,Suriname,3.0,4.0,0,-1.0
2025-06-18,Suriname,0.0,2.0,0,-2.0
2025-06-22,Suriname,0.0,0.0,0,0.0
2025-09-04,Suriname,0.0,0.0,0,0.0
2025-09-08,Suriname,2.0,1.0,1,1.0
2025-10-10,Suriname,1.0,1.0,0,0.0
2025-10-14,Suriname,1.0,1.0,0,0.0
2025-11-13,Suriname,4.0,0.0,1,4.0
2025-11-18,Suriname,1.0,3.0,0,-2.0
2026-03-26,Suriname,1.0,2.0,0,-1.0
2018-05-06,Surrey,3.0,1.0,1,2.0
2025-06-06,Sweden,2.0,0.0,1,2.0
2025-06-10,Sweden,4.0,3.0,1,1.0
2025-09-05,Sweden,2.0,2.0,0,0.0
2025-09-08,Sweden,0.0,2.0,0,-2.0
2025-10-10,Sweden,0.0,2.0,0,-2.0
2025-10-13,Sweden,0.0,1.0,0,-1.0
2025-11-15,Sweden,1.0,4.0,0,-3.0
2025-11-18,Sweden,1.0,1.0,0,0.0
2026-03-26,Sweden,3.0,1.0,1,2.0
2026-03-31,Sweden,3.0,2.0,1,1.0
2025-06-07,Switzerland,4.0,2.0,1,2.0
2025-06-10,Switzerland,4.0,0.0,1,4.0
2025-09-05,Switzerland,4.0,0.0,1,4.0
2025-09-08,Switzerland,3.0,0.0,1,3.0
2025-10-10,Switzerland,2.0,0.0,1,2.0
2025-10-13,Switzerland,0.0,0.0,0,0.0
2025-11-15,Switzerland,4.0,1.0,1,3.0
2025-11-18,Switzerland,1.0,1.0,0,0.0
2026-03-27,Switzerland,3.0,4.0,0,-1.0
2026-03-31,Switzerland,0.0,0.0,0,0.0
2025-09-04,Syria,1.0,3.0,0,-2.0
2025-09-08,Syria,2.0,2.0,0,0.0
2025-10-09,Syria,5.0,1.0,1,4.0
2025-10-14,Syria,3.0,0.0,1,3.0
2025-11-18,Syria,5.0,0.0,1,5.0
2025-11-25,Syria,2.0,0.0,1,2.0
2025-12-01,Syria,1.0,0.0,1,1.0
2025-12-04,Syria,1.0,1.0,0,0.0
2025-12-07,Syria,0.0,0.0,0,0.0
2025-12-11,Syria,0.0,1.0,0,-1.0
2018-06-05,Székely Land,4.0,0.0,1,4.0
2018-06-07,Székely Land,2.0,4.0,0,-2.0
2018-06-09,Székely Land,0.0,0.0,0,0.0
2019-06-02,Székely Land,0.0,4.0,0,-4.0
2019-06-03,Székely Land,0.0,5.0,0,-5.0
2019-06-04,Székely Land,2.0,2.0,0,0.0
2019-06-06,Székely Land,1.0,2.0,0,-1.0
2019-06-08,Székely Land,2.0,3.0,0,-1.0
2023-06-30,Székely Land,3.0,2.0,1,1.0
2023-07-02,Székely Land,7.0,0.0,1,7.0
2016-05-30,Sápmi,0.0,1.0,0,-1.0
2016-06-01,Sápmi,0.0,2.0,0,-2.0
2016-06-03,Sápmi,2.0,1.0,1,1.0
2016-06-04,Sápmi,3.0,0.0,1,3.0
2019-06-02,Sápmi,2.0,3.0,0,-1.0
2019-06-03,Sápmi,0.0,1.0,0,-1.0
2019-06-04,Sápmi,0.0,4.0,0,-4.0
2019-06-06,Sápmi,0.0,4.0,0,-4.0
2019-06-08,Sápmi,3.0,2.0,1,1.0
2023-07-16,Sápmi,1.0,2.0,0,-1.0
2024-03-22,São Tomé and Príncipe,1.0,1.0,0,0.0
2024-03-26,São Tomé and Príncipe,0.0,0.0,0,0.0
2024-06-06,São Tomé and Príncipe,1.0,3.0,0,-2.0
2024-06-09,São Tomé and Príncipe,0.0,1.0,0,-1.0
2025-03-21,São Tomé and Príncipe,0.0,2.0,0,-2.0
2025-03-24,São Tomé and Príncipe,1.0,2.0,0,-1.0
2025-09-04,São Tomé and Príncipe,2.0,3.0,0,-1.0
2025-09-09,São Tomé and Príncipe,0.0,3.0,0,-3.0
2025-10-10,São Tomé and Príncipe,0.0,6.0,0,-6.0
2025-10-13,São Tomé and Príncipe,1.0,0.0,1,1.0
2023-11-30,Tahiti,2.0,0.0,1,2.0
2024-06-16,Tahiti,2.0,0.0,1,2.0
2024-06-19,Tahiti,1.0,1.0,0,0.0
2024-06-22,Tahiti,0.0,1.0,0,-1.0
2024-06-27,Tahiti,0.0,5.0,0,-5.0
2024-06-30,Tahiti,2.0,1.0,1,1.0
2024-10-11,Tahiti,0.0,3.0,0,-3.0
2024-11-15,Tahiti,3.0,0.0,1,3.0
2024-11-18,Tahiti,2.0,0.0,1,2.0
2025-03-21,Tahiti,0.0,3.0,0,-3.0
2024-10-11,Taiwan,2.0,3.0,0,-1.0
2024-11-18,Taiwan,3.0,2.0,1,1.0
2024-12-11,Taiwan,4.0,0.0,1,4.0
2024-12-14,Taiwan,1.0,2.0,0,-1.0
2025-03-25,Taiwan,1.0,2.0,0,-1.0
2025-06-10,Taiwan,1.0,3.0,0,-2.0
2025-09-05,Taiwan,0.0,6.0,0,-6.0
2025-10-09,Taiwan,0.0,2.0,0,-2.0
2025-10-14,Taiwan,1.0,6.0,0,-5.0
2025-11-18,Taiwan,1.0,3.0,0,-2.0
2024-10-14,Tajikistan,0.0,3.0,0,-3.0
2024-11-13,Tajikistan,4.0,0.0,1,4.0
2024-11-19,Tajikistan,3.0,1.0,1,2.0
2025-03-20,Tajikistan,0.0,5.0,0,-5.0
2025-03-25,Tajikistan,1.0,0.0,1,1.0
2025-06-05,Tajikistan,2.0,1.0,1,1.0
2025-06-10,Tajikistan,2.0,2.0,0,0.0
2025-10-09,Tajikistan,2.0,0.0,1,2.0
2025-10-14,Tajikistan,3.0,0.0,1,3.0
2025-11-18,Tajikistan,5.0,0.0,1,5.0
2017-03-12,Tamil Eelam,5.0,0.0,1,5.0
2018-05-31,Tamil Eelam,0.0,4.0,0,-4.0
2018-06-02,Tamil Eelam,0.0,2.0,0,-2.0
2018-06-03,Tamil Eelam,0.0,6.0,0,-6.0
2018-06-05,Tamil Eelam,0.0,6.0,0,-6.0
2018-06-07,Tamil Eelam,4.0,3.0,1,1.0
2018-06-09,Tamil Eelam,0.0,1.0,0,-1.0
2023-08-04,Tamil Eelam,3.0,0.0,1,3.0
2023-08-06,Tamil Eelam,3.0,1.0,1,2.0
2023-08-08,Tamil Eelam,3.0,1.0,1,2.0
2025-09-09,Tanzania,0.0,1.0,0,-1.0
2025-10-08,Tanzania,0.0,1.0,0,-1.0
2025-10-14,Tanzania,0.0,2.0,0,-2.0
